context_id	word	gold_sense_id	predict_sense_id	positions	context
2185	пост	1		97-101	погружался в воспоминания, уходящие в пушкинские времена. Когда транспорт удалялся от берегового поста на расстояние, недоступное глазу сигнальщика, стихотворные строфы обрывались, продолжение их как бы
2186	пост	1		86-89	прошлым к службе в армии. Наталья ПОЛАТ, Ульяновск Застрелив сержанта, солдат оставил пост В Челябинской области, в воинской части внутренних войск МВД, расквартированной в закрытом
2187	пост	1		86-89	вскрытие; а в бухту Такмака послать в феврале месяце Рудановского поставить Ильинский пост, в исходе сентября снятый Орловым. Исполнить всё это тем более необходимо, что
2188	пост	1		106-111	. Для обеспечения деятельности огневых средств ПВО в стране развернута сеть стационарных радиолокационных постов. В 1997 году с Францией подписано соглашение о приобретении 30 истребителей «Мираж-
2189	пост	1		107-110	; 2) Корабль Российско-Американской компании «Николай», высадив лейтенанта Бошняка, следует в Муравьёвский пост, где и состоит в распоряжении его начальника -- майора Буссе. Если по какому-либо
2190	пост	1		100-104	бомбометание. Шестого декабря на одном из постов аэрозаграждения оборвался трос аэростата. Командир поста, сержант Дмитрий Велигура, ухватился за трос и уже через несколько минут оказался
2191	пост	1		86-90	, дислоцированной неподалеку от селения Борзой. В воскресенье в 18:30 находившийся на посту военнослужащий открыл стрельбу из автомата Калашникова по своим сослуживцам. В результате погибли
2192	пост	1		94-98	- Сорок девятый пост! -- рявкнул он. -- Старший уполномоченный АСБ Гусев вызывает. Начальника поста ко мне на связь, бегом! Капитан! Ты какого хрена сейчас «Волгу» пропустил?!
2193	пост	1		98-101	в него, даже аккредитованным представителям СМИ приходится пройти тройную степень охраны - первый пост на КПП территории правительства Чечни, второй - у ограды около «Белого дома» и
2194	пост	1		75-79	Москвы майор Андрей Матюшкин. По его словам, в половине второго ночи возле поста ДПС на МКАД между Ярославским и Осташковским шоссе вазовская «четверка» протаранила разделительную
2195	пост	1		85-89	автобусом, обогнали его. Чтобы успеть блокировать автобус на посту милиции. 6.40. На посту ГИБДД «270-й км» исполняющий обязанности УВД Невинномысска Виктор Туманьянц догнал захваченный
2196	пост	1		93-97	с воинской хитростью и суворовской смекалкой. «Мерседес» оставили в нескольких километрах от поста, загнав машину на лесную просеку и замаскировав автомобиль по мере сил и
2197	пост	1		87-90	, дольше скрывать от них наше присутствие, если только это не маленький наблюдательный пост, который мы можем захватить силой или хитростью. -- Не мешает взять с собой
2198	пост	1		20-24	Для наблюдательного поста важно и необходимо, чтобы местность в порученном секторе (полосе) наблюдения досконально просматривалась.
2199	пост	1		67-70	его секретари, в полной парадной форме, из пади Кусун-Котан идут в пост к начальнику округа и поздравляют его с праздником; г. Белый платит им
2200	пост	1		56-60	от акул. Все же я не уверен, что они останутся на своем посту, покажись поблизости Роза со своими сородичами. Их разговор прервал дежурный диспетчер. -- Докладывает
2201	пост	1		89-93	оптовых покупателей. А самостоятельно вести помидоры в столицу не получается - на каждом посту ГИБДД непомерные поборы. Людмила КАРАМЫШЕВА ЕКАТЕРИНБУРГ Средний Урал - зона рискованного земледелия, не
2202	пост	1		90-94	километрах от Троицка. Легковая машина с российскими номерами, минуя границу и таможенные посты, следовала по полевой дороге из Казахстана в Россию. В кабине и багажнике
2203	пост	1		108-111	товарища и собутыльника, который выдвинулся, защитил диссертацию и сейчас занимает большой административный пост в области леса и древесины. Я мог бы рассказать тебе, как спился
2204	пост	1		60-64	. в/ч 93992. Пропал 22.04.1981 г. пров. Кабул. Находился на посту по охране моста. Михайлюк Олег Иванович рядовой. 1966 г.р., украинец, дом
2205	пост	1		76-79	по команде. С облегченным сердцем от ночных страданий, отправился я на свой пост и очень важно начал уминать грязь по дороге, спуская острием шпаги воду
2206	пост	1		104-108	. Таинственные углы, переходы, просветы, густые тени, блики лунного света, дворцовые сторожевые военные посты... Какие-то непонятные подземные звуки, гулы, хоры в зловещих тональностях; звуки поющих голосов
2207	пост	1		98-104	важная проблема для бизнеса — разные требования на таможне. «Таможенный кодекс трактуется разными постами по-разному», — отмечает один из участников опроса. Сейчас все больше вопросов отдается на
2208	пост	2		67-72	можно ожидать появления новых лиц из мира спорта и на самых важных постах. Будет идеально, если на должность спортивного секретаря Голландии назначить сильную спортивную личность.
2209	пост	2		84-87	выход в финальный турнир Кубка Азии – сборная выполнила? - Я вынужден покинуть свой пост по состоянию здоровья. Причем, естественно, проблемы со здоровьем появились у меня не
2210	пост	2		94-98	дольше всех продержался в должности генерального секретаря кабинета министров, пробыв на этом посту с октября 2000 года по май 2004 года при двух премьер-министрах: Иосиро
2211	пост	2		75-79	страницу «Известий». За это время, как сообщалось в прессе, В. Бородина на посту главного редактора «Известий» сменил В. Мамонтов, разделяющий, очевидно, взгляды В. Бородина. Это
2212	пост	2		57-61	отвечаешь все время за себя, как бы уходишь в себя, а на посту тренера надо за коллектив отвечать, мыслить масштабнее. Хотя не стоит забывать, что
2213	пост	2		90-93	и Украины. Учитывая стремление украинских властей сотрудничать с НАТО, назначение на этот пост человека военного, каким является Громов, станет определенным намеком со стороны РФ.
2214	пост	2		75-79	, а в 2003 году переизбрался на второй срок. Срок полномочий Меркушкина на посту президента Мордовии истекает в 2008 году. Валерий Шанцев на 4-м месте
2215	пост	2		89-92	"кандидатских счетов.   Как рассказали ""Труду"" в горизбиркоме Сочи, из 26 претендентов на пост мэра города семь человек не будут участвовать в выборах. У четверых из"
2216	пост	2		70-75	, и в 8 раз больше, чем инженер или экономист. Хотя число руководящих постов на государственной службе возросло за последние двадцать лет на одну пятую, обладатели «
2217	пост	2		65-68	кабинета не может быть и речи, если П.Н. Дурново будет предложен пост министра вн. дел». Перед этим протестом Витте принужден был остановиться. Но
2218	пост	2		87-91	стало Андрея Станиславовича Боровика-Романова (1920-1997) -- преемника П. Л. Капицы на посту директора института, выдающегося экспериментатора, светлой души человека. Упомянем еще об одной утрате.
2219	пост	2		79-82	"также дал понять, что только с 31 января, начнется регистрация претендентов на пост главы РФС. От ответа на вопрос ""Кого сам Колосков порекомендовал бы на"
2220	пост	2		94-98	для ввода информации вместо перфокарт магнитную ленту. В дальнейшем Мочли занимал руководящие посты в целом ряде проектов и фирм. 1918 - Фанни Каплан совершила покушение на
2221	пост	2		76-79	вышла в финальный турнир Кубка Азии, заявил, что был вынужден оставить свой пост по состоянию здоровья, сообщает официальный сайт АФК. - Валерий Кузьмич, в чем причина
2222	пост	2		90-94	. Ему предъявлено обвинение по трем статьям Уголовного кодекса: следствие считает, что на посту мэра Ищенко действовал исходя из своих интересов - был совладельцем одного из продуктовых
2223	пост	2		68-73	30 лет -- в науке и во власти, причем на самых разнообразных высших постах, потому от него столь решительной смены занятий не ожидал никто. Пожалуй, карьеру
2224	пост	2		84-87	председательства Казахстана в ОБСЕ. Впервые одна из стран СНГ занимает столь важный пост в Организации по безопасности и сотрудничеству в Европе. Еще не время отчитываться,
2225	пост	2		108-111	"и шеф-редактор объединенной редакции Андрей Васильев отныне будет возглавлять украинский ""Коммерсант"". Этот пост он будет занимать в течение двух лет. О новых кандидатурах на посты"
2226	пост	2		65-69	с обращением к жителям России, в котором сообщил о своем уходе с поста президента раньше положенного срока. По его словам, он понял, что ему необходимо
2227	пост	2		72-75	, непременно возразит: да при чем же здесь губернатор? В самом деле, на пост председателя реально есть два основных кандидата - патриарх местной олигархии 70-летний генеральный
2228	пост	2		58-61	никак не на строе. У нас же приход новой фигуры на высший пост все еще чреват катаклизмами. Если президент на своем месте и делает дело,
2229	пост	2		54-57	Руси» в 2003 году, однако в 2005-м покинул ее и занял пост гендиректора компании «Тактика», специализирующейся на реализации кабельно-проводниковой продукции. В октябре 2006
2230	пост	2		91-94	в Биарриц. Асквит, несомненно, будет назначен на место Баннермана. Министр торговли займет пост Асквита. Последуют и другие незначительные изменения в составе кабинета. Московские вести Начальник
2231	пост	2		79-83	совсем уже затертых судьбой, вроде моих баронов в Стокгольме, смотрели на свои посты в этих странах как на временные. Перечитывая в канцеляриях наших миссий копии
2232	пост	2		98-101	Израиль прекратить строительство поселений на палестинских территориях. Один из экс-кандидатов на пост президента Ирана бывший глава Корпуса стражей исламской революции (КСИР) Мохсен Резаи отозвал
2233	пост	2		102-106	года    возглавил совет    директоров нашего металлургического гиганта - РУСАЛа. Он сменил на    этом посту Виктора Вексельберга, который со скандалом покинул компанию.    Теперь Барри Чьюнг собирается вплотную
2234	пост	2		74-78	профессионально: а вот выстою! Очень многие не хотели видеть меня на этом посту. Знаю, в Вологду звонили, выясняли, что я за человек. Потому что пост
2235	пост	2		83-87	"- ""человек честный"". ""Люди не хотят, чтобы ими управлял человек, добившийся своего поста с помощью лжи и подтасовок"", - говорит иракский чиновник, настаивая при этом на"
2236	пост	2		87-90	закрытой баллотировкой выборы атамана. 107 голосами против 13 при 10 воздержавшихся на пост донского атамана был избран генерал-майор Краснов. Генерал Краснов не принял этого избрания
2237	пост	2		98-101	финансистом Варбургом, репутация Протопопова резко упала, и назначение его на такой ответственный пост казалось непонятным.
2238	пост	2		86-90	Фабио – «Интер», «Ювентус» и «Анжи». Разговоры о возможной отставке Юрия Красножана с поста главного тренера махачкалинской команды (на момент подписания номера официальной информации на этот
2239	пост	2		98-102	компании лучшие международные практики. - Сейчас я планирую сконцентрироваться на своей работе на посту председателя совета директоров РУСАЛа, - сказал Барри Чьюнг, который    знаком с компанией и
2240	пост	2		96-100	Руководители Минэкономразвития Эльвира Набиуллина и Минтранса Игорь Левитин тоже могут получить посты в нескольких компаниях. Набиуллина рекомендована в совет директоров РАО «ЕЭС России» и
2241	пост	2		88-91	» назначен Доминик Бокор-Инграм, а занимавший ранее эту должность Крис Бакстер сохранил пост председателя группы международных операций.
2242	пост	2		83-86	и премьер-министра. Пока они сохраняют доверие к Ливанову — он будет занимать свой пост министра. Пакистанцы проголосовали за партию крестного отца местного ядерного оружия и движения «
2243	пост	2		77-81	. При этом он отметил, что сейчас рассматривает еще два, не менее интересных поста.
2244	пост	2		100-103	дипломом. Президент многопрофильной, в основном рыбодобывающей компании «Ролиз». Из 31 кандидата на пост губернатора Приморья был зарегистрирован 20-м. Обратил на себя внимание широкомасштабной предвыборной
2245	пост	2		64-68	Махмуд Ахмадинежад дорабатывает свой второй и последний срок на посту президента Ирана: конституция страны запрещает одному лицу занимать высшую должность более двух
2246	пост	2		91-94	Кургане стало покушение Курган, Декабрь 16 (Новый Регион, Елена Васильева) – Кандидатов на пост губернатора Курганской области с подозрительной регулярностью продолжают преследовать неудачи. Накануне вечером неизвестные
2247	пост	2		90-93	атмосферой», — считает эксперт. Сто дней, прошедших со дня вступления Владимира Путина на пост президента, не были ни бессмысленными, ни репрессивными, хотя большинство наблюдателей и блогеров
2248	пост	2		87-91	, плюс в России уже    действуют 7 политических партий, которые будут соревноваться за посты глав субъектов. Кроме того, законами субъектов РФ может быть предусмотрено    самовыдвижение.
2249	пост	2		71-74	посту. Знаю, в Вологду звонили, выясняли, что я за человек. Потому что пост такой... Настолько это у них все круто! Но ведь мое назначение - не
2250	пост	2		83-86	Интер» в Москву, пока неясно. «Gazzetta Dello Sport» пока определила кандидатов на пост главного тренера. Но, похоже, главным претендентом является ассистент Гасперини Джузеппе Барези, брат
2251	пост	2		37-41	Первым чиновником, лишившимся своего поста в Петербурге после наделения губернаторскими полномочиями Георгия Полтавченко, стал глава Петроградского района
2252	пост	2		71-74	, что учредил вместе с женой фирму «Арт-групп» после того, как покинул пост премьера. Но и это сути дела не меняет.
2253	пост	2		70-74	время все эти будущие жертвы были еще живы и занимали указанные здесь посты. У меня до сего дня хранится этот редчайший документ. Более чем редчайший.
2254	пост	2		90-93	мая избрало временное правительство. Главой ЛНР стал Валерий Болотов, до этого занимавший пост губернатора Луганска и командира армии юго-востока. Премьер-министром — Василий Никитин, ранее — пресс-секретарь юго-восточной
2255	пост	2		87-91	вдруг начинала показывать хороший футбол, приносить результат, и он оставался на своем посту. Сейчас, думаю, у тренера будет последняя возможность проявить себя. Если в текущем
2256	пост	2		87-91	создания новой партии «Яблоко» готово отказаться от поста председателя партии и ввести посты сопредседателей – то есть сделать как раз то, от чего, по некоторым данным,
2257	пост	2		85-88	года - первый заместитель министра финансов. По приглашению Путина в 2004 году занял пост министра финансов.  Министры  КТО ВОШЕЛ В ПРАВИТЕЛЬСТВО ПУТИНА  Виктор Зубков, первый вице-премьер
2258	пост	2		52-56	в 92 году, будучи в возрасте 45-ти лет он сменил на посту главы горисполкома более пожилого коллегу Юрия Новикова (1937 г.р.). На сегодняшний
2259	пост	2		110-113	гендиректор совместного предприятия Sitech, дочерней компании Volkswagen, которая производит сиденья. Но этот пост я занял гораздо раньше. — Значит, оперативным бизнесом вы занимаетесь в меньшей степени
2260	пост	2		83-86	Капитал». Перемену участи Шохина по масштабу события можно сравнить с переходом на пост замгендиректора «Русала» бывшего помощника президента и министра финансов Александра Лившица или выбором
2261	пост	2		78-82	журналистам иранец. При этом, по словам Салехи, Башар Асад останется на своем посту до истечения срока своих полномочий в 2014 году. Судя по этому заявлению,
2262	пост	2		90-94	») и впрямь подавал большие надежды, которые впоследствии и оправдал. Его деятельность на посту губернатора удовлетворила земляков, и в 1982 году он снова стал главой родного
2263	пост	2		87-91	успешно справлялись со своими обязанностями, они имеют высокие шансы остаться на своем посту даже при новой выборной схеме», – заявил Сергей Кириенко журналистам. По его словам, «
2264	пост	2		85-89	в ходе всенародных прямых открытых выборов избран первым президентом России. На этом посту Ельцин также занимал должности председателя Конституционной комиссии РФ, председателя Чрезвычайной комиссии по
2265	пост	2		131-134	"конституционной реформы, предварительно одобренный Верховной радой, предполагает наделение парламента значительными полномочиями и пост""переходного"" президента - победителю на осенних выборах обещано всего два года. Этот вариант"
2266	пост	2		102-106	ему надменность и самоуверенность. Каким-то образом челябинский градоначальник уверился, что на своем посту он несменяем, такой вот «вечный мэр». Естественно, что это вызвало ропот недовольства
2267	пост	2		101-105	помогать? Нынешний и.о. ректора московской консерватории Александр Соколов, которого на министерском посту и сменил Авдеев, объяснял мне свое назначение тем, что уровень сложности тех
2268	пост	2		98-101	1951 реальная власть полностью принадлежала роду Рана, в чью наследственную монополию превратился пост премьер-министра. Лишь в результате дворцового переворота 1950 непальскому монарху удалось восстановить свои
2269	пост	2		82-87	. Но тренировать сборную - это великая честь. Я всегда был против совмещения двух постов- в сборной и в клубе. Даже когда великий Лобановский руководил сборной СССР
2270	пост	2		76-80	) – Завтра исполняется десять лет с тех пор как Эдуард Россель находится на посту губернатора Свердловской области. «Этот срок пролетел как день и ночь. Но многое
2271	пост	2		91-95	политика клуба не претерпят никаких изменений. Президент Милан Мандарич останется на своем посту, а главным тренером команды пока будет Харри Рэднапп. Первый взнос Александра Гайдамака
2272	пост	2		78-81	марте 2014 года. По данным СМИ, донее четыре кандидата отказались занять этот пост. Поклонская объясняла, что согласилась возглавить прокуратуру Крыма, поскольку посчитала дикими действия новой
2273	пост	2		85-89	из-за постоянных перестановок министров (в октябре 2012 года Игорь Слюняев сменил на посту главу ведомства Олега Говоруна, в свою очередь, сменившего Виктора Басаргина в мае)
2274	пост	2		70-73	МВД явный кадровый скачок. 3. Еще более важным в советский период был пост генсека правящей партии. Эту должность в уходящем году получил Александр Беспалов, одновременно
2275	пост	2		86-91	они занимаются своей прежней деятельностью.– Кто будет работать на ключевых после вас постах?– Возглавлять блок закупок будет Любовь Кириллова, занимавшая прежде должность заместителя начальника управления
2276	пост	2		109-113	", судя по жесточайшему сопротивлению инициативам миграционной службы, число таких ""рабовладельцев"" велико, и посты у них не малые. О ""черной"" экономике трудовой миграции и перспективах ее"
2277	пост	2		89-92	я подал документы в избирком! Бог троицу любит!» – резюмировал потенциальный кандидат на пост главы Курганской области. Козицын и Алтушкин не поделили медное месторождение
2278	пост	2		102-105	Рыбакова также отказалась официально подтверждать информацию о грядущем назначении Михаила Носкова на пост главы компании.
2279	пост	2		103-106	триумфатор, поблагодарив зрителей жестом за поддержку, эффектно уезжает на скамейку, передавая главный пост обратно Эмери. Но в середине периода гости все же открывают счет. Их
2280	пост	2		90-94	представителей общественности. Поэтому в МВД были рады, когда наконец удалось заменить на посту председателя ОС при МВД засидевшегося там поэта-песенника Илью Резника (сложил с
2281	пост	2		93-96	"орел"", при которой и существует оскаровский комитет. Сам председатель комитета покидать свой пост не собирается: ""Я не ухожу. Пусть это станет еще одной головной болью"
2282	пост	2		82-86	закончил фразу депутат. Новый «почти глава надзорного ведомства» хоть и приехал с поста прокурора Кировской области, родился и вырос на Среднем Урале, поэтому хорошо знаком
2283	пост	2		73-77	- Что вы имеете в виду? - Есть партии, которым предлагались министерские посты, однако они предпочли остаться в роли наблюдателей. Спрашивается, для чего гражданин голосовал
2284	пост	2		80-84	Бывший заместитель гендиректора «Бурятэнерго» Сергей Черниговский проработал на посту министра транспорта, энергетики и дорожного хозяйства Бурятии менее трех месяцев, сообщает ИА «
2285	пост	2		72-76	всем желании Ельцин не нашел бы там необходимого числа людей на высокие посты. В путинской элите вдвое меньше людей с учеными степенями. Но Ельцин пришел
2286	пост	2		98-102	это ни парадоксально, - наследие времен социализма. Тогда женщин активно выдвигали на руководящие посты. Когда настала эра рыночной экономики, многие из них вынуждены были броситься в
2287	пост	2		103-107	на помощь профессиональных правоведов: я знал, что многие преподаватели университета занимали солидные посты в силовых структурах, были экспертами Государственной Думы, авторами Уголовных кодексов и прочее.
2288	пост	2		93-96	необходимо что-то возглавить, чтобы приносить пользу в структуре. Не обсуждается ли какой-то пост для него? - А с какого перепуга власть что-то должна обсуждать? На каком
2289	пост	2		96-99	менеджерство у вице-спикера облдумы Игоря Сабурова. Во-первых, он однажды уже баллотировался на пост мэра, но уступил как раз Михаилу Савченко. Во-вторых, занимает весомую должность в
2290	пост	2		81-84	принято после короткой встречи министра и президента в резиденции в Ново-Огареве.Пост министра обороны вместо Сердюкова займет губернатор Московской области Сергей Шойгу. Сердюков оказался
2291	пост	2		86-91	заместителей, командующих родами и видами войск, ставя на их место гражданских. Своих постов лишились практически все руководители Минобороны Сергея Иванова — начальник Генштаба Юрий Балуевский, заместитель
2292	пост	2		85-88	"словам Грефа, подобные темпы реформ существовали в начале его работы в правительстве.Пост министра он занимал с 2000 по 2007 годы. ""Я вспоминаю первые четыре"
2293	пост	2		97-100	на хулиганскую выходку восьмиклассника, чем на действия человека, претендующего на такой высокий пост, — заявил Миронов. — Честно говоря, стыдно за страну, которая по ходу так называемой
2294	пост	2		104-107	Атомстройэкспорта». Основатель и крупнейший акционер ОМЗ Каха Бендукидзе займет в объединенной компании пост председателя совета директоров.
2295	пост	2		78-81	eBay доплатила еще 500 миллионов долларов). Мег Уитман, занимавший в то время пост гендиректора eBay, полагал, что продавцы и покупатели интернет-аукциона будут общаться по
2296	пост	2		84-88	президент Пакистана Первез Мушарраф был вынужден опровергнуть слухи о своем уходе с поста главы государства. Слухи о его уходе появились после парламентских выборов в феврале,
2297	пост	2		57-60	собой на юг, ну а в царстве грибов он наверняка занял бы пост надворного советника... Вы скажете, «Тутси»? Но герой Дастина Хоффмана был профессиональным актером
2298	пост	2		93-96	правы те, кто предрекал «совершенно неожиданное» решение президента по поводу кандидатуры на пост премьера. Выдвижение Михаила Фрадкова не смог предсказать никто – вплоть до вполне близких
2299	пост	2		82-86	подал президенту страны Валдасу Адамкусу заявление об отставке. Вместе с ним свои посты вынуждены оставить все министры страны. Отставка литовского кабинета последовала после того, как
2300	пост	2		93-97	пятнадцать лет. По возвращению он занимал на Тульском оружейном заводе различные руководящие посты. Состоял даже в должности, соответствующей нынешнему главному инженеру предприятия. Дважды туляки пытались
2301	пост	2		91-94	(Новый Регион, Марина Кудряшова) – Глава Челябинска Михаил Юревич не претендует на высокий пост в партии власти и видит себя лишь рядовым членом «Единой России». Напомним
2302	пост	2		76-79	и недвусмысленно заявил: - Первое: я не буду баллотироваться в 2008 году на пост президента Российской Федерации. Во-вторых, я считаю, что самая важная вещь для страны -
2303	пост	2		92-97	странах ЕС наблюдается серьезный дисбаланс между количеством мужчин и женщин на руководящих постах: по состоянию на конец января текущего года женщины занимали лишь 13,7%
2304	пост	2		98-102	», – поделился сегодня с журналистами губернатор. Пока Эдуард Эргартович твердо держится на своем посту. Недавно появилась информация о том, что Россель собирается написать президенту заявление о
2305	пост	2		83-86	заранее старается выговорить для себя немало льгот. Так, например, у него остается пост почетного президента ФХР, солидная пенсия (около 100 тысяч рублей в месяц), оплачиваемая
2306	пост	3		72-76	угоден Богу. Я приведу это место, хотя оно продолжительное: Вот, в день поста вашего вы исполняете волю вашу и требуете тяжких трудов от других. Вот,
2307	пост	3		68-72	своим того ж года февраля 20 дня, во вторник первыя недели Великаго Поста, в купленный дом у баталионного капитана Бориса Дмитриева сына Банакова, за сто
2308	пост	3		92-96	их суровый аскетический режим, «сморение» или «осаживание плоти постом», как они выражаются.Посты сектантов, это -- самопроизвольное изнурение себя настоящим голодом, и неудивительно, если экстазы сектантов-
2309	пост	3		68-71	рубище и пепел? Это ли назовешь постом и днем, угодным Господу? Вот пост, который Я избрал: разреши оковы неправды, развяжи узы ярма, и угнетенных отпусти
2310	пост	3		90-93	заняты, конечно, Пасхой. Лев ЛЕЩЕНКО, певец: - Очень серьезно отношусь к Пасхе - соблюдаю пост. Конечно, этот светлый праздник для меня важнее дня рождения вождя пролетариата. Хотя
2311	пост	3		77-81	годы с ужасом вспоминали мама, бабушка и все родственники. Во время великого поста мы с няней причащались по нескольку раз в день. Церквей в Нижнем
2312	пост	3		64-69	вел себя, как красная девица, только к церкви не был прибежен и постов не соблюдал. Однако мы стали замечать уж и промеж себя, что Евгений
2313	пост	3		54-58	долю страх Божий. А так как Бог далеко, да и обряды и посты облегчают труд веры для слабой человеческой натуры, то эти бороды, строго пост
2314	пост	3		71-75	развалин, возобновителем путей для населения (Ис 58:3-12). Вот о каком посте говорит Господь через Своего пророка, вот о чем говорит Церковь, когда призывает
2315	пост	3		100-103	гражданской регистрации Православная церковь никак не регламентирует: расписаться можно и в Великий пост. Полчаса или час будет длиться венчание, зависит от храма, от священника, от
2316	пост	4		81-84	, смелый какой. Это было позавчера. А уже вчера губернатор Олег Чиркунов написал пост«Пожалел, что перечислил деньги на борьбу» , где -дезавуировал свои предыдущие декларации, сообщил,
